"Statistic Label","Year","Ward","UNIT","VALUE"
"Number of Farms","2000","Aghadowey","Number",""
"Number of Farms","2000","Altahullion","Number",""
"Number of Farms","2000","Atlantic","Number",""
"Number of Farms","2000","Ballycastle","Number",""
"Number of Farms","2000","Ballykelly","Number",""
"Number of Farms","2000","Ballymoney East","Number",""
"Number of Farms","2000","Ballymoney North","Number",""
"Number of Farms","2000","Ballymoney South","Number",""
"Number of Farms","2000","Castlerock","Number",""
"Number of Farms","2000","Churchland","Number",""
"Number of Farms","2000","Clogh Mills","Number",""
"Number of Farms","2000","Coolessan","Number",""
"Number of Farms","2000","Dervock","Number",""
"Number of Farms","2000","Drumsurn","Number",""
"Number of Farms","2000","Dundooan","Number",""
"Number of Farms","2000","Dungiven","Number",""
"Number of Farms","2000","Dunloy","Number",""
"Number of Farms","2000","Feeny","Number",""
"Number of Farms","2000","Garvagh","Number",""
"Number of Farms","2000","Giant's Causeway","Number",""
"Number of Farms","2000","Greysteel","Number",""
"Number of Farms","2000","Greystone (Causeway Coast and Glens)","Number",""
"Number of Farms","2000","Hopefield","Number",""
"Number of Farms","2000","Kilrea","Number",""
"Number of Farms","2000","Kinbane","Number",""
"Number of Farms","2000","Loughguile and Stranocum","Number",""
"Number of Farms","2000","Lurigethan","Number",""
"Number of Farms","2000","Macosquin","Number",""
"Number of Farms","2000","Magilligan","Number",""
"Number of Farms","2000","Mountsandel","Number",""
"Number of Farms","2000","Portrush and Dunluce","Number",""
"Number of Farms","2000","Portstewart","Number",""
"Number of Farms","2000","Quarry","Number",""
"Number of Farms","2000","Rasharkin","Number",""
"Number of Farms","2000","Roeside","Number",""
"Number of Farms","2000","Route","Number",""
"Number of Farms","2000","Torr Head and Rathlin","Number",""
"Number of Farms","2000","University","Number",""
"Number of Farms","2000","Waterside","Number",""
"Number of Farms","2000","Windy Hall","Number",""
"Number of Farms","2000","Artigarvan","Number",""
"Number of Farms","2000","Ballycolman","Number",""
"Number of Farms","2000","Ballymagroarty","Number",""
"Number of Farms","2000","Brandywell","Number",""
"Number of Farms","2000","Carn Hill","Number",""
"Number of Farms","2000","Castlederg","Number",""
"Number of Farms","2000","Caw","Number",""
"Number of Farms","2000","City Walls","Number",""
"Number of Farms","2000","Claudy","Number",""
"Number of Farms","2000","Clondermot","Number",""
"Number of Farms","2000","Creggan","Number",""
"Number of Farms","2000","Creggan South","Number",""
"Number of Farms","2000","Culmore","Number",""
"Number of Farms","2000","Drumahoe","Number",""
"Number of Farms","2000","Dunnamanagh","Number",""
"Number of Farms","2000","Ebrington","Number",""
"Number of Farms","2000","Eglinton","Number",""
"Number of Farms","2000","Enagh","Number",""
"Number of Farms","2000","Finn","Number",""
"Number of Farms","2000","Foyle Springs","Number",""
"Number of Farms","2000","Galliagh","Number",""
"Number of Farms","2000","Glenderg","Number",""
"Number of Farms","2000","Glenelly Valley","Number",""
"Number of Farms","2000","Kilfennan","Number",""
"Number of Farms","2000","Lisnagelvin","Number",""
"Number of Farms","2000","Madam's Bank","Number",""
"Number of Farms","2000","New Buildings","Number",""
"Number of Farms","2000","Newtownstewart","Number",""
"Number of Farms","2000","Northland","Number",""
"Number of Farms","2000","Park (Derry and Strabane)","Number",""
"Number of Farms","2000","Shantallow","Number",""
"Number of Farms","2000","Shantallow East","Number",""
"Number of Farms","2000","Sheriff's Mountain","Number",""
"Number of Farms","2000","Sion Mills","Number",""
"Number of Farms","2000","Skeoge","Number",""
"Number of Farms","2000","Slievekirk","Number",""
"Number of Farms","2000","Springtown","Number",""
"Number of Farms","2000","Strabane North","Number",""
"Number of Farms","2000","Strabane West","Number",""
"Number of Farms","2000","Victoria (Derry and Strabane)","Number",""
"Number of Farms","2000","Ballinamallard","Number",""
"Number of Farms","2000","Belcoo and Garrison","Number",""
"Number of Farms","2000","Belleek and Boa","Number",""
"Number of Farms","2000","Beragh","Number",""
"Number of Farms","2000","Boho,Cleenish and Letterbreen","Number",""
"Number of Farms","2000","Brookeborough","Number",""
"Number of Farms","2000","Camowen","Number",""
"Number of Farms","2000","Castlecoole","Number",""
"Number of Farms","2000","Coolnagard","Number",""
"Number of Farms","2000","Dergmoney","Number",""
"Number of Farms","2000","Derrygonnelly","Number",""
"Number of Farms","2000","Derrylin","Number",""
"Number of Farms","2000","Donagh","Number",""
"Number of Farms","2000","Dromore (Fermanagh and Omagh)","Number",""
"Number of Farms","2000","Drumnakilly","Number",""
"Number of Farms","2000","Drumquin","Number",""
"Number of Farms","2000","Ederney and Kesh","Number",""
"Number of Farms","2000","Erne","Number",""
"Number of Farms","2000","Fairy Water","Number",""
"Number of Farms","2000","Fintona","Number",""
"Number of Farms","2000","Florence Court and Kinawley","Number",""
"Number of Farms","2000","Gortin","Number",""
"Number of Farms","2000","Gortrush","Number",""
"Number of Farms","2000","Irvinestown","Number",""
"Number of Farms","2000","Killyclogher","Number",""
"Number of Farms","2000","Lisbellaw","Number",""
"Number of Farms","2000","Lisnarrick","Number",""
"Number of Farms","2000","Lisnaskea","Number",""
"Number of Farms","2000","Maguiresbridge","Number",""
"Number of Farms","2000","Newtownbutler","Number",""
"Number of Farms","2000","Newtownsaville","Number",""
"Number of Farms","2000","Owenkillew","Number",""
"Number of Farms","2000","Portora","Number",""
"Number of Farms","2000","Rosslea","Number",""
"Number of Farms","2000","Rossorry","Number",""
"Number of Farms","2000","Sixmilecross","Number",""
"Number of Farms","2000","Strule","Number",""
"Number of Farms","2000","Tempo","Number",""
"Number of Farms","2000","Termon","Number",""
"Number of Farms","2000","Trillick","Number",""
"Number of Farms","2000","Ballinderry","Number",""
"Number of Farms","2000","Ballyhanwood","Number",""
"Number of Farms","2000","Ballymacash","Number",""
"Number of Farms","2000","Ballymacbrennan","Number",""
"Number of Farms","2000","Ballymacoss","Number",""
"Number of Farms","2000","Beechill","Number",""
"Number of Farms","2000","Blaris","Number",""
"Number of Farms","2000","Cairnshill","Number",""
"Number of Farms","2000","Carrowreagh","Number",""
"Number of Farms","2000","Carryduff East","Number",""
"Number of Farms","2000","Carryduff West","Number",""
"Number of Farms","2000","Derryaghy","Number",""
"Number of Farms","2000","Dromara","Number",""
"Number of Farms","2000","Drumbo","Number",""
"Number of Farms","2000","Dundonald","Number",""
"Number of Farms","2000","Enler","Number",""
"Number of Farms","2000","Galwally","Number",""
"Number of Farms","2000","Glenavy","Number",""
"Number of Farms","2000","Graham's Bridge","Number",""
"Number of Farms","2000","Harmony Hill","Number",""
"Number of Farms","2000","Hilden","Number",""
"Number of Farms","2000","Hillhall","Number",""
"Number of Farms","2000","Hillsborough","Number",""
"Number of Farms","2000","Knockbracken","Number",""
"Number of Farms","2000","Knockmore","Number",""
"Number of Farms","2000","Lagan","Number",""
"Number of Farms","2000","Lagan Valley","Number",""
"Number of Farms","2000","Lambeg","Number",""
"Number of Farms","2000","Lisnagarvey","Number",""
"Number of Farms","2000","Maghaberry","Number",""
"Number of Farms","2000","Magheralave","Number",""
"Number of Farms","2000","Maze","Number",""
"Number of Farms","2000","Moira","Number",""
"Number of Farms","2000","Moneyreagh","Number",""
"Number of Farms","2000","Newtownbreda","Number",""
"Number of Farms","2000","Old Warren","Number",""
"Number of Farms","2000","Ravernet","Number",""
"Number of Farms","2000","Stonyford","Number",""
"Number of Farms","2000","Wallace Park","Number",""
"Number of Farms","2000","White Mountain","Number",""
"Number of Farms","2000","Academy","Number",""
"Number of Farms","2000","Ahoghill","Number",""
"Number of Farms","2000","Ardeevin","Number",""
"Number of Farms","2000","Ballee and Harryville","Number",""
"Number of Farms","2000","Ballycarry and Glynn","Number",""
"Number of Farms","2000","Ballykeel","Number",""
"Number of Farms","2000","Boneybefore","Number",""
"Number of Farms","2000","Braidwater","Number",""
"Number of Farms","2000","Broughshane","Number",""
"Number of Farms","2000","Burleigh Hill","Number",""
"Number of Farms","2000","Cairncastle","Number",""
"Number of Farms","2000","Carnlough and Glenarm","Number",""
"Number of Farms","2000","Castle (Mid and East Antrim)","Number",""
"Number of Farms","2000","Castle Demesne","Number",""
"Number of Farms","2000","Craigyhill","Number",""
"Number of Farms","2000","Cullybackey","Number",""
"Number of Farms","2000","Curran and Inver","Number",""
"Number of Farms","2000","Fair Green","Number",""
"Number of Farms","2000","Galgorm","Number",""
"Number of Farms","2000","Gardenmore","Number",""
"Number of Farms","2000","Glenravel","Number",""
"Number of Farms","2000","Glenwhirry","Number",""
"Number of Farms","2000","Gortalee","Number",""
"Number of Farms","2000","Grange","Number",""
"Number of Farms","2000","Greenisland","Number",""
"Number of Farms","2000","Islandmagee","Number",""
"Number of Farms","2000","Kells","Number",""
"Number of Farms","2000","Kilroot","Number",""
"Number of Farms","2000","Kilwaughter","Number",""
"Number of Farms","2000","Kirkinriola","Number",""
"Number of Farms","2000","Love Lane","Number",""
"Number of Farms","2000","Maine","Number",""
"Number of Farms","2000","Park (Mid and East Antrim)","Number",""
"Number of Farms","2000","Portglenone","Number",""
"Number of Farms","2000","Slemish","Number",""
"Number of Farms","2000","Sunnylands","Number",""
"Number of Farms","2000","The Maidens","Number",""
"Number of Farms","2000","Victoria (Mid and East Antrim)","Number",""
"Number of Farms","2000","Whitehead South","Number",""
"Number of Farms","2000","Woodburn","Number",""
"Number of Farms","2000","Ardboe","Number",""
"Number of Farms","2000","Augher and Clogher","Number",""
"Number of Farms","2000","Aughnacloy","Number",""
"Number of Farms","2000","Ballygawley","Number",""
"Number of Farms","2000","Ballymaguigan","Number",""
"Number of Farms","2000","Ballysaggart","Number",""
"Number of Farms","2000","Bellaghy","Number",""
"Number of Farms","2000","Caledon","Number",""
"Number of Farms","2000","Castlecaulfield","Number",""
"Number of Farms","2000","Castledawson","Number",""
"Number of Farms","2000","Coagh","Number",""
"Number of Farms","2000","Coalisland North","Number",""
"Number of Farms","2000","Coalisland South","Number",""
"Number of Farms","2000","Cookstown East","Number",""
"Number of Farms","2000","Cookstown South","Number",""
"Number of Farms","2000","Cookstown West","Number",""
"Number of Farms","2000","Coolshinny","Number",""
"Number of Farms","2000","Donaghmore","Number",""
"Number of Farms","2000","Draperstown","Number",""
"Number of Farms","2000","Fivemiletown","Number",""
"Number of Farms","2000","Glebe (Mid Ulster)","Number",""
"Number of Farms","2000","Killyman","Number",""
"Number of Farms","2000","Killymeal","Number",""
"Number of Farms","2000","Lissan","Number",""
"Number of Farms","2000","Loughry","Number",""
"Number of Farms","2000","Lower Glenshane","Number",""
"Number of Farms","2000","Maghera","Number",""
"Number of Farms","2000","Moy","Number",""
"Number of Farms","2000","Moygashel","Number",""
"Number of Farms","2000","Mullaghmore","Number",""
"Number of Farms","2000","Oaklands","Number",""
"Number of Farms","2000","Pomeroy","Number",""
"Number of Farms","2000","Stewartstown (Mid Ulster)","Number",""
"Number of Farms","2000","Swatragh","Number",""
"Number of Farms","2000","Tamlaght O'Crilly","Number",""
"Number of Farms","2000","The Loup","Number",""
"Number of Farms","2000","Tobermore","Number",""
"Number of Farms","2000","Town Parks East","Number",""
"Number of Farms","2000","Valley (Mid Ulster)","Number",""
"Number of Farms","2000","Washing Bay","Number",""
"Number of Farms","2000","Abbey (Newry, Mourne and Down)","Number",""
"Number of Farms","2000","Annalong","Number",""
"Number of Farms","2000","Ballybot","Number",""
"Number of Farms","2000","Ballydugan","Number",""
"Number of Farms","2000","Ballynahinch","Number",""
"Number of Farms","2000","Ballyward","Number",""
"Number of Farms","2000","Bessbrook","Number",""
"Number of Farms","2000","Binnian","Number",""
"Number of Farms","2000","Burren","Number",""
"Number of Farms","2000","Camlough","Number",""
"Number of Farms","2000","Castlewellan","Number",""
"Number of Farms","2000","Cathedral (Newry, Mourne and Down)","Number",""
"Number of Farms","2000","Crossgar and Killyleagh","Number",""
"Number of Farms","2000","Crossmaglen","Number",""
"Number of Farms","2000","Damolly","Number",""
"Number of Farms","2000","Derryboy","Number",""
"Number of Farms","2000","Derryleckagh","Number",""
"Number of Farms","2000","Donard","Number",""
"Number of Farms","2000","Drumalane","Number",""
"Number of Farms","2000","Drumaness","Number",""
"Number of Farms","2000","Dundrum","Number",""
"Number of Farms","2000","Fathom","Number",""
